Index, accelX, accelY, accelZ, magX, magY, magZ, gyroX, gyroY, gyroZ, temp, rH, pressure, proximity, maxAudio
169,  -0.069, -0.556,  0.826, 52.430, 54.700, 17.530,  4.460,  0.980,  0.060, 32.060, 37.490, 96.940, 246, 23
170,  -0.070, -0.556,  0.828, 52.510, 55.210, 17.480,  4.390,  0.980,  0.120, 32.050, 37.530, 96.940, 248, 7
171,  -0.070, -0.556,  0.827, 52.210, 55.440, 16.660,  4.460,  1.100,  0.060, 32.030, 37.570, 96.940, 248, 57
172,  -0.070, -0.557,  0.827, 52.640, 55.900, 16.940,  4.390,  1.040,  0.060, 32.010, 37.570, 96.940, 247, -1
173,  -0.068, -0.556,  0.827, 52.230, 55.350, 16.210,  4.520,  1.040,  0.120, 32.030, 37.520, 96.940, 249, 91
174,  -0.069, -0.556,  0.826, 52.040, 55.260, 17.090,  4.330,  0.980, -0.060, 32.010, 37.510, 96.940, 248, 85
175,  -0.069, -0.556,  0.826, 52.010, 55.600, 16.170,  4.520,  0.980,  0.000, 32.050, 37.550, 96.930, 246, 49
176,  -0.070, -0.556,  0.827, 52.310, 55.570, 16.600,  4.460,  0.790,  0.060, 31.990, 37.590, 96.940, 248, 40
177,  -0.069, -0.556,  0.826, 52.090, 55.260, 16.560,  4.580,  0.790,  0.000, 32.030, 37.480, 96.940, 247, 118
178,  -0.068, -0.556,  0.827, 52.210, 55.240, 15.720,  4.520,  1.040, -0.060, 32.030, 37.620, 96.940, 249, 72
179,  -0.070, -0.555,  0.827, 52.390, 55.440, 15.940,  4.460,  0.920,  0.000, 32.030, 37.520, 96.940, 245, -1
180,  -0.070, -0.556,  0.828, 52.490, 55.830, 15.800,  4.700,  0.980, -0.120, 32.030, 37.550, 96.940, 246, 18
181,  -0.070, -0.556,  0.827, 52.220, 55.330, 16.330,  4.460,  1.040,  0.000, 31.990, 37.510, 96.940, 247, 29
182,  -0.069, -0.556,  0.827, 51.810, 55.540, 15.440,  4.580,  0.980,  0.000, 32.050, 37.540, 96.940, 249, 62
183,  -0.069, -0.556,  0.827, 52.050, 55.250, 15.930,  4.460,  0.790,  0.000, 32.030, 37.540, 96.940, 249, 63
184,  -0.069, -0.556,  0.827, 52.670, 55.200, 16.200,  4.270,  0.980, -0.120, 32.030, 37.470, 96.940, 249, 6
185,  -0.070, -0.556,  0.828, 52.280, 55.080, 17.350,  4.580,  0.850,  0.000, 32.030, 37.510, 96.940, 247, 62
186,  -0.069, -0.556,  0.827, 52.420, 55.130, 16.210,  4.580,  0.730, -0.120, 32.030, 37.590, 96.940, 246, 55
187,  -0.069, -0.555,  0.828, 52.370, 55.640, 16.610,  4.520,  0.980,  0.060, 32.030, 37.500, 96.940, 250, 51
188,  -0.070, -0.555,  0.827, 52.600, 55.580, 16.050,  4.390,  0.980, -0.060, 31.990, 37.600, 96.930, 248, 27
189,  -0.070, -0.556,  0.827, 52.190, 55.630, 16.490,  4.270,  0.920, -0.120, 32.030, 37.600, 96.940, 248, 34
190,  -0.070, -0.556,  0.827, 51.790, 55.630, 16.600,  4.270,  0.920,  0.120, 31.990, 37.540, 96.890, 248, 30
191,  -0.070, -0.555,  0.829, 52.440, 55.100, 15.430,  4.640,  0.850,  0.060, 32.030, 37.550, 96.860, 248, 49
192,  -0.069, -0.555,  0.828, 52.280, 55.050, 16.500,  4.520,  0.980, -0.060, 32.030, 37.530, 96.860, 247, 49
193,  -0.071, -0.556,  0.828, 52.420, 55.860, 16.350,  4.580,  0.980,  0.000, 32.050, 37.570, 96.860, 247, 25
194,  -0.070, -0.556,  0.827, 52.380, 55.790, 16.430,  4.460,  0.980,  0.060, 32.050, 37.520, 96.850, 246, 49
195,  -0.070, -0.556,  0.827, 52.310, 55.470, 15.670,  4.700,  0.920, -0.060, 32.010, 37.520, 96.880, 247, 34
196,  -0.070, -0.556,  0.827, 52.290, 55.100, 16.380,  4.330,  0.850, -0.060, 32.030, 37.560, 96.890, 245, -1
