maxAudio_max,acc_max,mag_max,gyro_max,maxAudio_min,acc_min,mag_min,gyro_min,maxAudio_skew,acc_skew,mag_skew,gyro_skew,maxAudio_kurtosis,acc_kurtosis,mag_kurtosis,gyro_kurtosis,maxAudio_sum,acc_sum,mag_sum,gyro_sum,maxAudio_mean,acc_mean,mag_mean,gyro_mean,maxAudio_std,acc_std,mag_std,gyro_std,maxAudio_var,acc_var,mag_var,gyro_var,class
4.10000e+02,1.08309e+00,1.95773e+02,5.07315e+00,2.73000e+02,9.23016e-01,5.75467e+01,4.29495e+00,-3.44055e-01,5.18716e-01,-2.68656e-01,1.25257e+00,-1.12271e+00,-1.38687e+00,-1.10970e+00,1.17715e+00,3.19800e+03,8.92714e+00,1.22029e+03,4.12997e+01,3.55333e+02,9.91904e-01,1.35588e+02,4.58885e+00,4.83761e+01,5.83147e-02,4.88449e+01,2.38938e-01,2.34025e+03,3.40060e-03,2.38582e+03,5.70912e-02,3.00000e+00
4.25000e+02,1.08505e+00,1.40457e+02,4.92614e+00,2.24000e+02,9.24782e-01,5.34304e+01,4.36854e+00,-2.94781e-01,-2.45267e-01,9.59844e-01,-6.08558e-02,-1.07509e+00,-1.50633e+00,8.13953e-01,-1.06611e+00,2.99100e+03,9.06624e+00,7.57688e+02,4.17747e+01,3.32333e+02,1.00736e+00,8.41876e+01,4.64163e+00,7.25259e+01,5.86395e-02,2.76939e+01,1.86115e-01,5.26000e+03,3.43859e-03,7.66951e+02,3.46389e-02,3.00000e+00
3.70000e+02,1.07610e+00,1.99309e+02,5.04543e+00,2.20000e+02,9.16053e-01,6.29460e+01,4.38321e+00,-1.19804e+00,-2.17548e-01,6.23462e-01,7.23860e-01,6.31534e-01,-1.15213e+00,-7.61642e-01,-5.28221e-02,2.87400e+03,9.02938e+00,1.07696e+03,4.20323e+01,3.19333e+02,1.00326e+00,1.19662e+02,4.67026e+00,4.97921e+01,5.75369e-02,4.81830e+01,2.20392e-01,2.47925e+03,3.31050e-03,2.32160e+03,4.85727e-02,3.00000e+00
3.57000e+02,1.08916e+00,1.97884e+02,4.99401e+00,2.31000e+02,9.18212e-01,5.63292e+01,4.31074e+00,-9.94493e-01,3.95041e-01,-1.23555e-01,-5.23752e-01,6.37191e-01,-9.13188e-01,-1.66370e+00,2.38097e+00,2.77200e+03,8.91369e+00,1.14703e+03,4.21436e+01,3.08000e+02,9.90410e-01,1.27447e+02,4.68262e+00,3.94462e+01,5.93402e-02,5.54415e+01,1.82536e-01,1.55600e+03,3.52125e-03,3.07376e+03,3.33195e-02,3.00000e+00
4.66000e+02,1.10216e+00,1.30866e+02,4.99509e+00,2.78000e+02,9.27438e-01,5.37337e+01,4.32561e+00,1.02291e+00,2.33299e-01,8.48666e-01,5.53286e-01,1.38620e+00,-1.09503e+00,3.03911e-01,-1.38831e+00,3.15500e+03,9.05624e+00,7.36915e+02,4.14705e+01,3.50556e+02,1.00625e+00,8.18795e+01,4.60784e+00,5.58169e+01,5.94587e-02,2.50570e+01,2.46375e-01,3.11553e+03,3.53534e-03,6.27854e+02,6.07006e-02,3.00000e+00
3.78000e+02,1.09133e+00,1.97893e+02,4.84846e+00,2.82000e+02,9.33364e-01,6.42695e+01,4.27833e+00,7.48280e-01,-1.75432e-02,5.50723e-01,5.46275e-01,-5.11405e-01,-1.70722e+00,-1.03329e+00,-1.46587e+00,2.85700e+03,9.07669e+00,1.08994e+03,4.08124e+01,3.17444e+02,1.00852e+00,1.21105e+02,4.53471e+00,3.34706e+01,6.03613e-02,4.94393e+01,2.16254e-01,1.12028e+03,3.64349e-03,2.44425e+03,4.67658e-02,3.00000e+00
3.72000e+02,1.09627e+00,1.96103e+02,4.91236e+00,2.70000e+02,9.04634e-01,5.53971e+01,4.38153e+00,-1.54348e-01,7.97654e-02,-1.57855e-01,-9.14633e-02,-1.41479e+00,-1.48866e+00,-1.79273e+00,-1.36069e+00,2.90000e+03,8.95103e+00,1.14354e+03,4.16707e+01,3.22222e+02,9.94558e-01,1.27060e+02,4.63007e+00,3.84765e+01,6.76053e-02,5.64380e+01,1.91184e-01,1.48044e+03,4.57047e-03,3.18524e+03,3.65513e-02,3.00000e+00
6.32000e+02,1.08142e+00,1.02268e+02,5.14636e+00,2.73000e+02,8.86515e-01,5.39020e+01,4.40028e+00,1.36649e+00,-1.90311e-01,1.11207e-01,1.18664e+00,1.19755e+00,-1.49365e+00,-1.71561e+00,9.79623e-01,3.48000e+03,8.92392e+00,7.02808e+02,4.18767e+01,3.86667e+02,9.91547e-01,7.80898e+01,4.65297e+00,1.17953e+02,6.95177e-02,1.84786e+01,2.40743e-01,1.39130e+04,4.83271e-03,3.41457e+02,5.79574e-02,3.00000e+00
4.57000e+02,1.07839e+00,1.98332e+02,5.04790e+00,3.01000e+02,9.17946e-01,6.37377e+01,4.26808e+00,9.17414e-01,-4.01551e-01,2.69779e-01,-6.11082e-01,1.08638e+00,-1.26657e+00,-1.47698e+00,-7.29287e-02,3.24500e+03,9.05368e+00,1.13233e+03,4.24022e+01,3.60556e+02,1.00596e+00,1.25815e+02,4.71136e+00,4.73342e+01,6.16624e-02,5.08193e+01,2.43915e-01,2.24053e+03,3.80225e-03,2.58260e+03,5.94946e-02,3.00000e+00
4.16000e+02,1.09010e+00,1.96436e+02,5.07315e+00,2.56000e+02,9.18774e-01,5.45274e+01,4.16203e+00,4.74324e-01,1.56709e-01,-1.24785e-01,6.43989e-02,4.72958e-01,-1.67706e+00,-1.80714e+00,6.27351e-01,2.93900e+03,8.95487e+00,1.13768e+03,4.17933e+01,3.26556e+02,9.94986e-01,1.26409e+02,4.64370e+00,4.73131e+01,6.40369e-02,5.65504e+01,2.70818e-01,2.23853e+03,4.10072e-03,3.19795e+03,7.33424e-02,3.00000e+00
4.57000e+02,1.06566e+00,1.02383e+02,4.80043e+00,2.90000e+02,9.20337e-01,5.40383e+01,4.38266e+00,1.66555e+00,-2.00517e-01,1.66755e-01,-5.94489e-01,2.58176e+00,-1.96810e+00,-1.34334e+00,-1.27413e+00,2.99800e+03,8.98866e+00,6.87945e+02,4.17197e+01,3.33111e+02,9.98740e-01,7.64383e+01,4.63553e+00,5.52731e+01,6.03719e-02,1.73505e+01,1.60913e-01,3.05511e+03,3.64477e-03,3.01039e+02,2.58930e-02,3.00000e+00
4.28000e+02,1.09228e+00,1.97648e+02,1.62659e+01,2.22000e+02,9.04341e-01,6.52737e+01,4.36689e+00,-8.63939e-02,-5.28629e-01,8.03650e-02,2.98448e+00,-1.87515e-01,-1.18131e+00,-1.75980e+00,8.93095e+00,2.99100e+03,9.11405e+00,1.16321e+03,5.35620e+01,3.32333e+02,1.01267e+00,1.29245e+02,5.95133e+00,6.45310e+01,7.14092e-02,5.17959e+01,3.87316e+00,4.16425e+03,5.09928e-03,2.68281e+03,1.50014e+01,3.00000e+00
3.61000e+02,1.10354e+00,1.96054e+02,4.88087e+00,2.79000e+02,9.00920e-01,5.46311e+01,4.41811e+00,-5.51375e-01,-1.67078e-01,1.45600e-01,1.35724e-02,-4.98434e-01,-1.20252e+00,-1.95852e+00,-2.03598e+00,2.95900e+03,9.04011e+00,1.09902e+03,4.18924e+01,3.28778e+02,1.00446e+00,1.22113e+02,4.65471e+00,2.77704e+01,6.91947e-02,5.76224e+01,1.87195e-01,7.71194e+02,4.78791e-03,3.32034e+03,3.50418e-02,3.00000e+00
3.95000e+02,1.10821e+00,1.06984e+02,5.15419e+00,2.23000e+02,9.12738e-01,5.60798e+01,4.19406e+00,5.22063e-01,8.29461e-01,2.20018e-01,6.28048e-01,-1.28685e+00,-3.79445e-01,-1.56751e+00,9.13159e-02,2.70600e+03,8.92022e+00,7.11590e+02,4.14451e+01,3.00667e+02,9.91136e-01,7.90656e+01,4.60501e+00,6.53299e+01,6.71287e-02,1.98151e+01,2.95387e-01,4.26800e+03,4.50626e-03,3.92639e+02,8.72536e-02,3.00000e+00
4.16000e+02,1.08829e+00,1.95020e+02,5.05871e+00,2.68000e+02,9.20120e-01,6.04453e+01,4.37440e+00,-5.66357e-01,-7.84963e-02,-1.57643e-02,3.11934e-02,-5.44523e-01,-1.58962e+00,-1.71961e+00,1.05043e+00,3.16400e+03,9.07471e+00,1.16871e+03,4.24564e+01,3.51556e+02,1.00830e+00,1.29857e+02,4.71738e+00,4.87086e+01,6.09016e-02,5.14559e+01,1.92057e-01,2.37253e+03,3.70900e-03,2.64771e+03,3.68860e-02,3.00000e+00
4.24000e+02,1.09131e+00,1.97968e+02,4.94935e+00,2.56000e+02,8.99165e-01,5.36172e+01,4.23974e+00,-1.11784e-01,-3.33969e-01,2.40780e-01,-3.78004e-02,-9.24129e-01,-1.60504e+00,-1.93592e+00,-1.56313e+00,3.10600e+03,9.07516e+00,1.08149e+03,4.14325e+01,3.45111e+02,1.00835e+00,1.20165e+02,4.60361e+00,5.49055e+01,7.24520e-02,5.75673e+01,2.69921e-01,3.01461e+03,5.24929e-03,3.31400e+03,7.28574e-02,3.00000e+00
3.98000e+02,1.07650e+00,1.15967e+02,4.91834e+00,2.13000e+02,9.07977e-01,5.50140e+01,4.47116e+00,-1.08869e+00,-1.37546e-02,2.71024e-01,5.96244e-01,1.42577e+00,-1.60793e+00,-1.28576e+00,-1.09800e+00,2.95800e+03,8.91712e+00,7.26448e+02,4.19450e+01,3.28667e+02,9.90791e-01,8.07164e+01,4.66055e+00,5.55788e+01,6.05205e-02,2.19937e+01,1.65863e-01,3.08900e+03,3.66273e-03,4.83723e+02,2.75106e-02,3.00000e+00
3.93000e+02,1.10351e+00,1.97838e+02,4.95384e+00,2.60000e+02,9.05910e-01,5.89340e+01,4.34457e+00,5.71151e-01,-6.26612e-02,-8.64743e-02,2.40099e-01,-1.34119e+00,-1.33408e+00,-1.43835e+00,-1.10828e+00,2.83300e+03,9.11140e+00,1.17363e+03,4.16350e+01,3.14778e+02,1.01238e+00,1.30404e+02,4.62611e+00,4.83109e+01,7.00623e-02,5.03892e+01,2.04032e-01,2.33394e+03,4.90873e-03,2.53907e+03,4.16292e-02,3.00000e+00
3.64000e+02,1.11998e+00,1.97875e+02,4.90491e+00,2.57000e+02,8.99142e-01,5.41978e+01,4.11910e+00,5.36055e-01,-2.83050e-01,2.13601e-01,1.36429e-02,-6.11819e-01,-1.54077e+00,-1.95534e+00,-1.87148e+00,2.71300e+03,9.08005e+00,1.08665e+03,4.08471e+01,3.01444e+02,1.00889e+00,1.20739e+02,4.53857e+00,3.58368e+01,8.10125e-02,5.71841e+01,3.03368e-01,1.28428e+03,6.56303e-03,3.27002e+03,9.20320e-02,3.00000e+00
4.39000e+02,1.06297e+00,1.14511e+02,4.68851e+00,2.95000e+02,9.13267e-01,5.44495e+01,4.23222e+00,9.50765e-01,-1.02869e-01,2.66661e-01,-1.59440e-01,2.06384e+00,-1.66725e+00,-1.27028e+00,-8.01058e-01,3.15600e+03,8.90042e+00,7.22026e+02,4.01553e+01,3.50667e+02,9.88936e-01,8.02251e+01,4.46170e+00,4.16803e+01,5.85794e-02,2.15411e+01,1.45911e-01,1.73725e+03,3.43155e-03,4.64017e+02,2.12900e-02,3.00000e+00
3.42000e+02,1.11248e+00,1.96937e+02,4.91126e+00,2.11000e+02,8.88179e-01,6.49776e+01,4.33655e+00,-3.59390e-01,8.78599e-02,-1.99448e-01,-3.72563e-01,-2.13110e-02,-9.55903e-01,-1.34686e+00,-1.54689e+00,2.58800e+03,8.99131e+00,1.19953e+03,4.19363e+01,2.87556e+02,9.99035e-01,1.33281e+02,4.65959e+00,4.20212e+01,7.55399e-02,4.97410e+01,2.21427e-01,1.76578e+03,5.70628e-03,2.47417e+03,4.90297e-02,3.00000e+00
4.60000e+02,1.07994e+00,1.95409e+02,4.80730e+00,2.75000e+02,9.13876e-01,5.48983e+01,4.43380e+00,2.70347e-01,-4.52220e-01,5.76607e-01,2.86294e-02,-7.81481e-01,-1.26332e+00,-1.31140e+00,-1.66558e+00,3.27400e+03,9.09200e+00,1.02848e+03,4.15016e+01,3.63778e+02,1.01022e+00,1.14276e+02,4.61129e+00,6.13714e+01,6.04304e-02,5.49351e+01,1.37951e-01,3.76644e+03,3.65183e-03,3.01786e+03,1.90304e-02,3.00000e+00
3.66000e+02,1.07362e+00,1.27279e+02,4.95798e+00,2.57000e+02,9.05480e-01,5.87252e+01,4.39524e+00,3.26317e-01,9.28348e-03,4.99521e-01,-6.61638e-02,-1.52389e+00,-1.62827e+00,-7.66002e-01,-1.88688e+00,2.76800e+03,8.86628e+00,7.63891e+02,4.19688e+01,3.07556e+02,9.85142e-01,8.48767e+01,4.66321e+00,3.93005e+01,6.30489e-02,2.38479e+01,2.23899e-01,1.54453e+03,3.97517e-03,5.68721e+02,5.01308e-02,3.00000e+00
3.59000e+02,1.10443e+00,1.97818e+02,4.82738e+00,2.51000e+02,8.93169e-01,5.91277e+01,4.40148e+00,-1.05800e+00,-8.59996e-02,-1.15593e-01,5.22054e-01,6.80739e-01,-6.25121e-01,-1.45442e+00,2.02185e-01,2.91200e+03,8.99688e+00,1.17965e+03,4.13556e+01,3.23556e+02,9.99653e-01,1.31072e+02,4.59507e+00,3.56865e+01,6.99324e-02,5.02154e+01,1.27492e-01,1.27353e+03,4.89055e-03,2.52159e+03,1.62543e-02,3.00000e+00
3.95000e+02,1.10290e+00,1.97315e+02,4.75512e+00,2.50000e+02,9.12562e-01,5.46493e+01,4.09236e+00,-2.72337e-01,-2.69098e-01,3.77009e-01,5.58983e-01,-4.64601e-01,-8.37296e-01,-1.73898e+00,-1.56736e+00,2.93300e+03,9.08020e+00,1.06471e+03,3.94815e+01,3.25889e+02,1.00891e+00,1.18301e+02,4.38684e+00,4.62235e+01,6.42191e-02,5.65382e+01,2.50672e-01,2.13661e+03,4.12410e-03,3.19657e+03,6.28362e-02,3.00000e+00
3.89000e+02,1.08800e+00,1.23178e+02,4.86671e+00,2.77000e+02,8.90551e-01,5.64616e+01,4.06175e+00,-6.17522e-02,8.51993e-02,4.05950e-01,-4.77303e-01,-1.13195e+00,-1.59306e+00,-9.43321e-01,-7.15870e-01,2.95200e+03,8.91775e+00,7.45178e+02,4.08518e+01,3.28000e+02,9.90862e-01,8.27975e+01,4.53909e+00,3.87460e+01,7.18490e-02,2.33487e+01,2.71820e-01,1.50125e+03,5.16228e-03,5.45161e+02,7.38860e-02,3.00000e+00
4.34000e+02,1.10654e+00,1.94795e+02,4.82738e+00,2.01000e+02,9.17306e-01,6.42623e+01,4.36263e+00,-1.49992e-01,3.69199e-01,-8.78686e-02,2.33493e-01,-4.04259e-01,-5.52025e-01,-1.42860e+00,-4.40680e-01,2.90700e+03,9.00622e+00,1.18559e+03,4.12541e+01,3.23000e+02,1.00069e+00,1.31732e+02,4.58378e+00,7.17321e+01,6.23987e-02,4.91875e+01,1.46406e-01,5.14550e+03,3.89359e-03,2.41941e+03,2.14348e-02,3.00000e+00
4.18000e+02,1.08566e+00,1.94650e+02,4.97200e+00,2.31000e+02,9.30165e-01,5.47676e+01,4.42462e+00,2.04584e-02,-7.34052e-02,2.06985e-01,3.54260e-01,8.26108e-01,-1.89676e+00,-1.97665e+00,-1.30131e+00,2.91400e+03,9.08129e+00,1.08689e+03,4.19204e+01,3.23778e+02,1.00903e+00,1.20765e+02,4.65782e+00,5.31996e+01,6.01081e-02,5.69691e+01,1.92401e-01,2.83019e+03,3.61298e-03,3.24547e+03,3.70182e-02,3.00000e+00
3.89000e+02,1.09451e+00,1.06999e+02,4.92724e+00,2.96000e+02,8.96242e-01,5.48384e+01,4.19459e+00,1.82355e-01,2.67563e-01,3.63325e-01,-4.93169e-01,-4.24526e-01,-8.70088e-01,-1.44710e+00,-4.47364e-01,3.03800e+03,8.89315e+00,7.04773e+02,4.12660e+01,3.37556e+02,9.88127e-01,7.83081e+01,4.58511e+00,3.04635e+01,6.50329e-02,1.93551e+01,2.40473e-01,9.28028e+02,4.22928e-03,3.74618e+02,5.78271e-02,3.00000e+00
3.81000e+02,1.10576e+00,1.95868e+02,4.88468e+00,2.26000e+02,9.15109e-01,5.89205e+01,4.25439e+00,-6.12480e-01,2.27724e-01,-4.40404e-02,2.69942e-01,2.18160e-01,-1.01532e+00,-1.63070e+00,-9.48805e-01,2.88200e+03,9.04107e+00,1.17045e+03,4.08412e+01,3.20222e+02,1.00456e+00,1.30049e+02,4.53791e+00,4.95297e+01,6.77508e-02,5.10250e+01,2.07082e-01,2.45319e+03,4.59017e-03,2.60355e+03,4.28831e-02,3.00000e+00
3.97000e+02,1.08895e+00,1.97244e+02,4.81406e+00,2.66000e+02,9.10588e-01,5.46331e+01,4.08021e+00,-9.62310e-02,-3.58883e-01,2.03688e-01,-9.85516e-01,-1.52743e+00,-1.94470e+00,-1.91655e+00,1.05246e+00,3.00900e+03,9.11475e+00,1.08595e+03,4.08308e+01,3.34333e+02,1.01275e+00,1.20661e+02,4.53675e+00,4.83374e+01,6.79891e-02,5.67186e+01,2.23615e-01,2.33650e+03,4.62252e-03,3.21700e+03,5.00037e-02,3.00000e+00
4.28000e+02,1.07747e+00,1.10313e+02,4.86967e+00,2.59000e+02,9.15573e-01,5.57111e+01,4.25075e+00,1.83755e+00,7.25447e-02,3.62476e-01,4.01985e-01,3.95837e+00,-1.26352e+00,-1.13628e+00,-1.99298e+00,2.74200e+03,8.89452e+00,7.14229e+02,4.05520e+01,3.04667e+02,9.88280e-01,7.93588e+01,4.50578e+00,5.24762e+01,6.03234e-02,1.96689e+01,2.58245e-01,2.75375e+03,3.63891e-03,3.86864e+02,6.66903e-02,3.00000e+00
3.26000e+02,1.12117e+00,1.94430e+02,4.96633e+00,2.39000e+02,9.10573e-01,5.88121e+01,4.29681e+00,-2.75836e-01,1.97081e-01,2.32326e-01,-2.95020e-01,-1.55451e+00,-1.37107e+00,-1.45728e+00,-2.36470e+00,2.57300e+03,9.05721e+00,1.10838e+03,4.21931e+01,2.85889e+02,1.00636e+00,1.23153e+02,4.68813e+00,3.12668e+01,7.60763e-02,4.81135e+01,2.98298e-01,9.77611e+02,5.78761e-03,2.31491e+03,8.89814e-02,3.00000e+00
4.46000e+02,1.08394e+00,1.97447e+02,4.91944e+00,2.21000e+02,9.02054e-01,5.43695e+01,4.32935e+00,8.62093e-01,-2.97062e-01,-4.45873e-03,1.35273e+00,2.60540e+00,-1.61630e+00,-1.91625e+00,5.85020e-01,2.85200e+03,9.03243e+00,1.11596e+03,4.05143e+01,3.16889e+02,1.00360e+00,1.23996e+02,4.50159e+00,6.08470e+01,7.25724e-02,5.62856e+01,2.14666e-01,3.70236e+03,5.26675e-03,3.16806e+03,4.60816e-02,3.00000e+00
3.53000e+02,1.09702e+00,9.87887e+01,4.87266e+00,2.47000e+02,8.95127e-01,5.44075e+01,4.28562e+00,-4.20250e-01,5.72476e-01,-4.77220e-02,4.06940e-01,-1.57899e+00,-7.20365e-01,-1.76935e+00,2.34410e-01,2.78400e+03,8.86658e+00,6.96452e+02,4.12841e+01,3.09333e+02,9.85175e-01,7.73836e+01,4.58712e+00,3.90352e+01,7.00474e-02,1.73930e+01,1.86764e-01,1.52375e+03,4.90664e-03,3.02517e+02,3.48806e-02,3.00000e+00
3.99000e+02,1.08963e+00,1.96999e+02,4.80230e+00,2.66000e+02,9.24884e-01,5.88806e+01,4.38523e+00,4.86889e-01,-1.59422e-01,2.17821e-01,2.82787e-01,-5.97928e-01,-1.88429e+00,-1.61167e+00,-1.31806e+00,2.91000e+03,9.07405e+00,1.13293e+03,4.11424e+01,3.23333e+02,1.00823e+00,1.25881e+02,4.57138e+00,4.38549e+01,6.23992e-02,5.05585e+01,1.52534e-01,1.92325e+03,3.89366e-03,2.55616e+03,2.32666e-02,3.00000e+00
3.34000e+02,1.07422e+00,1.94779e+02,4.69707e+00,2.42000e+02,8.97856e-01,5.46543e+01,4.35764e+00,9.05925e-01,-4.05006e-01,-2.79678e-02,-8.38138e-01,3.65605e-01,-8.28095e-01,-1.74474e+00,5.21309e-02,2.46600e+03,8.98417e+00,1.12023e+03,4.09834e+01,2.74000e+02,9.98241e-01,1.24470e+02,4.55371e+00,3.04754e+01,6.15939e-02,5.47317e+01,1.08049e-01,9.28750e+02,3.79381e-03,2.99556e+03,1.16745e-02,3.00000e+00
3.46000e+02,1.10241e+00,1.47647e+02,4.88468e+00,2.00000e+02,9.14184e-01,5.44665e+01,4.27482e+00,-1.36636e+00,3.52192e-01,1.20803e+00,7.25830e-01,8.82728e-01,-1.52879e+00,1.56484e+00,-3.76185e-01,2.71300e+03,8.94972e+00,7.63415e+02,4.05617e+01,3.01444e+02,9.94413e-01,8.48239e+01,4.50685e+00,4.98902e+01,6.92318e-02,2.95045e+01,2.07388e-01,2.48903e+03,4.79304e-03,8.70517e+02,4.30097e-02,3.00000e+00
3.64000e+02,1.07638e+00,1.97928e+02,4.65859e+00,2.73000e+02,9.12744e-01,5.88240e+01,4.15637e+00,2.60254e-01,-5.65943e-01,8.68156e-01,-1.80536e-01,-1.67265e+00,-1.32855e+00,-1.37928e-01,-1.11380e+00,2.85600e+03,9.07038e+00,1.03464e+03,3.98581e+01,3.17333e+02,1.00782e+00,1.14960e+02,4.42868e+00,3.54366e+01,6.36495e-02,4.57240e+01,1.72098e-01,1.25575e+03,4.05126e-03,2.09068e+03,2.96179e-02,3.00000e+00
3.61000e+02,1.11160e+00,1.95594e+02,4.93466e+00,2.54000e+02,9.11224e-01,5.44718e+01,4.28604e+00,-7.73591e-02,1.45722e-01,-1.70431e-01,2.36065e-01,-2.16412e+00,-1.54045e+00,-1.27126e+00,-1.27845e+00,2.79600e+03,9.03406e+00,1.16509e+03,4.14221e+01,3.10667e+02,1.00378e+00,1.29455e+02,4.60245e+00,4.54423e+01,7.31544e-02,5.12517e+01,2.30293e-01,2.06500e+03,5.35157e-03,2.62673e+03,5.30348e-02,3.00000e+00
3.87000e+02,1.07969e+00,1.66892e+02,5.16419e+00,2.31000e+02,8.97266e-01,5.59304e+01,4.25245e+00,3.92411e-01,-1.16260e-01,1.38294e+00,1.40943e-03,9.60962e-01,-1.86998e+00,2.03908e+00,-1.84424e+00,2.69800e+03,8.98420e+00,8.08930e+02,4.20835e+01,2.99778e+02,9.98244e-01,8.98811e+01,4.67594e+00,4.52266e+01,7.03759e-02,3.53572e+01,3.39313e-01,2.04544e+03,4.95277e-03,1.25013e+03,1.15133e-01,3.00000e+00
4.23000e+02,1.10057e+00,1.90939e+02,5.00852e+00,1.92000e+02,9.00405e-01,6.05166e+01,4.26583e+00,8.69475e-01,-6.80270e-01,1.05859e+00,-5.46592e-01,5.95874e-01,-5.71507e-01,6.05136e-01,-1.31498e-01,2.58800e+03,9.15821e+00,9.44295e+02,4.24036e+01,2.87556e+02,1.01758e+00,1.04922e+02,4.71151e+00,6.93958e+01,6.80672e-02,4.32697e+01,2.39685e-01,4.81578e+03,4.63315e-03,1.87227e+03,5.74489e-02,3.00000e+00
4.30000e+02,1.10013e+00,1.95686e+02,1.61078e+01,2.17000e+02,9.11322e-01,6.56555e+01,4.29802e+00,4.35212e-01,4.81048e-01,-3.91858e-02,2.99127e+00,2.02489e-01,-1.61126e+00,-1.44330e+00,8.96132e+00,2.82500e+03,8.90334e+00,1.19412e+03,5.24670e+01,3.13889e+02,9.89260e-01,1.32680e+02,5.82966e+00,6.35068e+01,7.17032e-02,4.75772e+01,3.85722e+00,4.03311e+03,5.14135e-03,2.26359e+03,1.48782e+01,3.00000e+00
3.41000e+02,1.07052e+00,1.88356e+02,4.92907e+00,2.49000e+02,8.90909e-01,5.48012e+01,4.06356e+00,-4.34882e-01,-3.12744e-01,1.16202e+00,-2.01612e-01,-1.59745e+00,-1.74749e+00,7.19413e-01,-5.23267e-01,2.68300e+03,8.95681e+00,9.08247e+02,4.06051e+01,2.98111e+02,9.95201e-01,1.00916e+02,4.51168e+00,3.67473e+01,6.80037e-02,4.40039e+01,2.78621e-01,1.35036e+03,4.62450e-03,1.93634e+03,7.76297e-02,3.00000e+00
3.41000e+02,1.11403e+00,1.69142e+02,4.93758e+00,2.56000e+02,8.97148e-01,5.89985e+01,4.19692e+00,1.15960e+00,-3.33278e-01,1.01651e+00,9.54249e-02,1.75838e+00,-5.80759e-01,9.66283e-01,-2.31232e+00,2.57500e+03,9.12768e+00,8.83008e+02,4.11763e+01,2.86111e+02,1.01419e+00,9.81120e+01,4.57515e+00,2.57849e+01,7.29411e-02,3.49714e+01,3.25381e-01,6.64861e+02,5.32040e-03,1.22300e+03,1.05873e-01,3.00000e+00
3.88000e+02,1.08972e+00,1.93637e+02,5.00421e+00,2.66000e+02,9.03385e-01,6.11622e+01,4.20416e+00,1.51541e-01,2.24086e-01,-1.64961e-02,9.84285e-02,-1.39065e-01,-2.11221e+00,-1.42635e+00,-1.53707e+00,2.87600e+03,8.89742e+00,1.15970e+03,4.10548e+01,3.19556e+02,9.88602e-01,1.28856e+02,4.56165e+00,3.91571e+01,7.63028e-02,4.95207e+01,2.89798e-01,1.53328e+03,5.82211e-03,2.45230e+03,8.39829e-02,3.00000e+00
4.12000e+02,1.08365e+00,1.94963e+02,5.13434e+00,2.13000e+02,9.01164e-01,5.58136e+01,4.34288e+00,6.04313e-01,-1.37617e-01,5.97836e-01,4.15522e-01,8.94440e-01,-1.40210e+00,-1.25197e+00,-1.21544e+00,2.70100e+03,8.98659e+00,1.05513e+03,4.21546e+01,3.00111e+02,9.98510e-01,1.17236e+02,4.68385e+00,5.76334e+01,6.68272e-02,5.24801e+01,2.76549e-01,3.32161e+03,4.46587e-03,2.75416e+03,7.64793e-02,3.00000e+00
4.22000e+02,1.09374e+00,1.27543e+02,4.93576e+00,2.33000e+02,8.99275e-01,5.57279e+01,4.16376e+00,4.73882e-01,-3.98279e-01,4.23608e-01,6.19636e-01,-4.48008e-01,-7.50152e-01,-7.56949e-01,-7.83410e-01,2.88900e+03,9.07864e+00,7.65819e+02,4.05593e+01,3.21000e+02,1.00874e+00,8.50910e+01,4.50659e+00,6.57571e+01,6.47114e-02,2.42383e+01,2.60619e-01,4.32400e+03,4.18757e-03,5.87495e+02,6.79224e-02,3.00000e+00
6.51000e+02,1.08514e+00,1.96289e+02,4.85165e+00,2.66000e+02,8.98380e-01,5.81616e+01,4.26340e+00,1.86579e+00,8.48323e-02,-1.06592e-01,1.39460e-01,4.05797e+00,-1.74262e+00,-1.23791e+00,9.40908e-02,3.43900e+03,8.91337e+00,1.18634e+03,4.09055e+01,3.82111e+02,9.90375e-01,1.31816e+02,4.54506e+00,1.14302e+02,6.86257e-02,4.82100e+01,1.76325e-01,1.30649e+04,4.70949e-03,2.32420e+03,3.10905e-02,3.00000e+00
4.01000e+02,1.11115e+00,1.96622e+02,4.98077e+00,2.52000e+02,8.94657e-01,5.46088e+01,4.31283e+00,1.42938e-01,-3.08129e-02,7.63697e-01,-6.23065e-02,-5.70426e-01,-1.26615e-01,-7.84129e-01,-1.11776e+00,2.88400e+03,9.01432e+00,9.92819e+02,4.17351e+01,3.20444e+02,1.00159e+00,1.10313e+02,4.63724e+00,5.08309e+01,6.74143e-02,5.17440e+01,2.39536e-01,2.58378e+03,4.54469e-03,2.67744e+03,5.73773e-02,3.00000e+00
4.20000e+02,1.11347e+00,1.37744e+02,4.86021e+00,2.46000e+02,9.18062e-01,5.47702e+01,4.09602e+00,-1.94140e-01,-8.89792e-02,5.89804e-01,-1.28937e+00,-1.17176e+00,-1.87086e+00,-2.30140e-01,2.24087e+00,3.04700e+03,9.13352e+00,7.86279e+02,4.13597e+01,3.38556e+02,1.01484e+00,8.73643e+01,4.59552e+00,5.97288e+01,7.83631e-02,2.73742e+01,2.29250e-01,3.56753e+03,6.14077e-03,7.49346e+02,5.25557e-02,3.00000e+00
